product_name,asin,product_url,brand_name,image_url,mrp,sale_price,discount_percentage,product_description,date_first_available,number_of_reviews,seller_name
Proexamine Surgicals® Cotton Reusable Ortho Surgeon Gown with Set of Face Mask and Cap 1,B07PZ1S973,https://www.amazon.in/Proexamine-Surgicals%C2%AE-Cotton-Reusable-Surgeon/dp/B07PZ1S973/,Proexamine Surgicals,https://images-na.ssl-images-amazon.com/images/I/710zNI8pi4L._SL1500_.jpg,949.00,649.00,32%,Hard working classic Reusable Ortho Surgeons Gown Set (1 Gown + 1 Face Mask + 1 Cap) right balance of comfort and protection for the widest range of procedures. Made with high quality heavy duty durable cotton fabric Universal stander size.,2019-03-22T00:00:00,0,Proexamine Surgicals Private Limited
Bann Huff Anti pollution and Virus Control 3 Layer Mask for Men Women,B085LMJHBP,https://www.amazon.in/pollution-Virus-Control-Layer-Women/dp/B085LMJHBP/,BANN HUFF,https://images-na.ssl-images-amazon.com/images/I/71N19eqjlVL._SL1500_.jpg,,,,Our environment are full of dust  haze  vehicle exhaust  air pollution  and the dust mask can keep you from 98% dust  dirt  pollen  allergens  fumes or particulates that effect you breath in the air. Specification Uses: Running  cycling  riding  motorcycle  woodworking  lawn mowing and other outdoor activities.,2020-03-06T00:00:00,0,
VENUS V-410-V Imported Surgical Mask Safety Mask with Valve.,B085L3GDWL,https://www.amazon.in/VENUS-V-410-V-Surgical-Safety-Valve/dp/B085L3GDWL/,Venus,https://images-na.ssl-images-amazon.com/images/I/81evXmh8uZL._SL1500_.jpg,2499.00,699.00,72%,VENUS V-410-V Imported Surgical Mask  Safety Mask with Valve. which reduces the temperature inside the respirator by 10 F. V-410 V is IS 9473 approved. Unique Fit Adjuster for optimum protection and comfort. Superior Micro Fine Filter technology which protects against RSPM up to 0.3micron. V-410 V has no metal exposure or loose parts. Skin-friendly fabric for soft feel. Stapled outside Filter media which is leak-proof and also avoids puncture in the filter area.,2020-03-06T00:00:00,0,Party-Hut
JMS Disposable Non woven Surgical kit - hospital pre surgical cap mask gown shoe cover Set 1,B07HY6ZJ9Y,https://www.amazon.in/Disposable-Non-woven-Surgical-kit/dp/B07HY6ZJ9Y/,JMS,https://images-na.ssl-images-amazon.com/images/I/61GggMTq1QL._SL1500_.jpg,400.00,150.00,63%,Hospital Gowns for Patients are well Designed with Fabrics so Hospital Nurses can Easily Access the part of the Patient's body being treated. The offered gowns are highly recommended for Smooth finish  Softness and Design. Superior Quality Fabric and Modern Technology in Line with Industrial Quality standards.,2019-03-26T00:00:00,1,THIRU PRODUCTS
COIF Anti Pollution Mask for Women and Men N99 Dust Protection Nose Face Mask Respirator Mask for Pollution Disposable Pollution Surgical Elastic Mask Air Pollution Virus Protection - 1 pcs,B085MBS4LM,https://www.amazon.in/COIF-Pollution-Protection-Respirator-Disposable/dp/B085MBS4LM/,COIF,https://images-na.ssl-images-amazon.com/images/I/61WFeNE4hbL._SL1500_.jpg,600.00,339.00,44%,Coif  we believe you shouldn't have to choose between your lifestyle and pollution protection. We believe that your every breath you breathe should be pure. We've developed an extensive anti-pollution system using cutting-edge science from around the world. The result? Outstanding Pollution Protection fit your Lifestyle. Coif Shield N95 Protect+ Anti-Pollution Smart Mask provides 98% 3-layer filtration of PM2.5 pollution particles. It has European certification CE0194 EN149 FFP1/FFP2. Innovated in Singapore  the Dettol SiTi Shield Smart Mask is engineered in 3 sizes (S size  M size  L size) to create the superb fit for a broad age range  even for young ones. This anti-pollution mask provides 99% filtration of bacteria  as tested by Nelson Laboratories. Smart valve fitted on the inside of the mask provides the seamless outflow of exhaled air providing better comfort. It is made of ultra-soft fabric that's gentle on skin and provides comfortable fit. It has adjustable straps with soft nose pad. Tested in the US  the mask is made basis Face-fit 3D scanning technique for the Asian face. From the makers of Dettol  the smart anti-pollution mask is fit for the entire family. It is designed and tested to fit Children.,2020-03-06T00:00:00,0,COIF™
Gnexin 50 Pcs Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus,B084FJZXQL,https://www.amazon.in/Gnexin-Disposable-Elastic-Respirator-Pollution/dp/B084FJZXQL/,Gnexin,https://images-na.ssl-images-amazon.com/images/I/61piRvNeH9L._SL1116_.jpg,,,,Facemasks help limit the spread of germs. When someone talks  coughs  or sneezes they may release tiny drops into the air that can infect others. If someone is ill face masks can reduce the number of germs that the wearer releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. It is ideal for every house in day to day activities as well as doctors  surgeons  dentist  dental assistance  nurses  landscapers  contractors  plumbers  exterminators  nail technicians and many more.,2020-02-02T00:00:00,0,
Standard comfort Disposable Pollution/Surgical Elastic Mask Surgical Face Mask with Earloop Great for Air Pollution Virus. 100,B085L63VX5,https://www.amazon.in/Standard-comfort-Disposable-Pollution-Surgical/dp/B085L63VX5/,OM FAB,https://images-na.ssl-images-amazon.com/images/I/71RAVsSraiL._SL1500_.jpg,9999.00,9000.00,10%,IND mask covers the user’s nose and mouth and provides a physical barrier to fluids and particulate materials. The surgical masks referenced in this guidance document include masks that are labeled as a surgical  laser  isolation  dental or medical procedure masks with or without a face shield.,2020-02-11T00:00:00,0,Om Fab
standard comfort 20 PCS Disposable Pollution/Surgical Elastic Mask standard comfort 5pc Pollution/Surgical Elastic Mask Mask Mask,B085KWB2W6,https://www.amazon.in/standard-comfort-Disposable-Pollution-Surgical/dp/B085KWB2W6/,KLU,https://images-na.ssl-images-amazon.com/images/I/41qO63oJmKL.jpg,,,,KLU Facemasks help limit the spread of germs. When someone talks  coughs  or sneezes they may release tiny drops into the air that can infect others. If someone is ill face masks can reduce the number of germs that the wearer releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. It is ideal for every house in day to day activities as well as doctors  surgeons  dentist  dental assistance  nurses  landscapers  contractors  plumbers  exterminators  nail technicians and many more.,2020-03-06T00:00:00,0,
Mashur Fab Standard comfort Disposable Pollution/Surgical Elastic Mask Surgical Face Mask with Earloop Great for Air Pollution 10,B085DS36N8,https://www.amazon.in/Mashur-Fab-Standard-Disposable-Pollution/dp/B085DS36N8/,Mashur Fab,https://images-na.ssl-images-amazon.com/images/I/61XinzsWunL._SL1100_.jpg,,,,IND mask covers the user’s nose and mouth and provides a physical barrier to fluids and particulate materials. The surgical masks referenced in this guidance document include masks that are labeled as a surgical  laser  isolation  dental or medical procedure masks with or without a face shield.,2020-03-02T00:00:00,0,
Bann Huff Anti pollution and Virus Control Double Filter Mask for Men Women,B085LMQNLQ,https://www.amazon.in/pollution-Virus-Control-Double-Filter/dp/B085LMQNLQ/,BANN HUFF,https://images-na.ssl-images-amazon.com/images/I/71JKQteTxaL._SL1500_.jpg,,,,Our environment are full of dust  haze  vehicle exhaust  air pollution  and the dust mask can keep you from 98% dust  dirt  pollen  allergens  fumes or particulates that effect you breath in the air. Specification Uses: Running  cycling  riding  motorcycle  woodworking  lawn mowing and other outdoor activities.,2020-03-06T00:00:00,0,
Sribalaji Trader Set of 2 pcs Anti Pollution Driving Protection Reusable Dust Cotton Mouth Nose Face Mask Blue.,B085L8Q33X,https://www.amazon.in/Sribalaji-Trader-Pollution-Protection-Reusable/dp/B085L8Q33X/,Sribalaji Trader,https://images-na.ssl-images-amazon.com/images/I/51QeKOQqvBL._SL1500_.jpg,499.00,225.00,55%,Product Description : 1. Cotton face mask which is used to improve the air you breathe when you are outside on bad air days. 2. Typical Uses: Filtering the air when you are working in an area with a high concentration of air pollution  chemicals  dust  smoke  pollen  ash  mold  clay  etc. 3. It can be used for Bike/Scooter riding which protects you from dust & pollution and also from wide range of pollutants in traffic. 4. It does not impair breathing voice & vision while wearing this mask. It is must have product for driving two wheelers for your health. 5. Adjustable nose band. Forms a perfect seal across the nose. The nose clip is sewn into the mask itself  making it invisible. 6. Colors: Multicolor. 7. One layer of 100% Cotton Cloth for Skin Contact. 8. Washable & Resuable Mask 9. Soft Ear Straps 10. Easy to Adjust 11. Free Size 12. Set of 2 Pieces,2020-03-06T00:00:00,0,Sribalaji Trader
Disposable Air Pollution & Protection Mask Face Mask Nose Mask Dust Mask with tie 1,B085LKYXQ1,https://www.amazon.in/Disposable-Pollution-Protection-Mask-Face/dp/B085LKYXQ1/,Generic,https://images-na.ssl-images-amazon.com/images/I/51siJ4NyafL._SL1188_.jpg,345.00,270.00,22%,Cotton face mask which is used to improve the air you breathe when you are outside on bad air days. Typical Uses: Filtering the air when you are working in an area with a high concentration of air pollution  chemicals  dust  smoke  pollen  ash  mold  clay  etc. It can be used for Bike/Scooter riding which protects you from dust & pollution and also from a wide range of pollutants in traffic. It does not impair breathing  voice & vision while wearing this mask. It is a must-have product for driving two-wheelers for your health. Adjustable noseband. Forms a perfect seal across the nose. The nose clip is sewn into the mask itself  making it invisible. One layer of 100% Cotton Cloth for Skin Contact. Washable & Reusable Mask. Soft Ear Straps  Easy to Adjust  Free Size Facemasks help limit the spread of germs. When someone talks  coughs  or sneezes they may release tiny drops into the air that can infect others. If someone is ill face masks can reduce the number of germs that the wearer releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. It is ideal for every house in day to day activities as well as doctors  surgeons  dentist  dental assistance  nurses  landscapers  contractors  plumbers  exterminators  nail technicians and many more.,2020-03-06T00:00:00,0,Nihal Cyber Solutions
Sribalaji Trader Set of 5 pcs Anti Pollution Driving Protection Reusable Dust Cotton Mouth Nose Face Mask Blue.,B085KXRZHM,https://www.amazon.in/Sribalaji-Trader-Pollution-Protection-Reusable/dp/B085KXRZHM/,Sribalaji Trader,https://images-na.ssl-images-amazon.com/images/I/618jTTpFIML._SL1500_.jpg,999.00,475.00,52%,Product Description : 1. Cotton face mask which is used to improve the air you breathe when you are outside on bad air days. 2. Typical Uses: Filtering the air when you are working in an area with a high concentration of air pollution  chemicals  dust  smoke  pollen  ash  mold  clay  etc. 3. It can be used for Bike/Scooter riding which protects you from dust & pollution and also from wide range of pollutants in traffic. 4. It does not impair breathing voice & vision while wearing this mask. It is must have product for driving two wheelers for your health. 5. Adjustable nose band. Forms a perfect seal across the nose. The nose clip is sewn into the mask itself  making it invisible. 6. Colors: Multicolor. 7. One layer of 100% Cotton Cloth for Skin Contact. 8. Washable & Resuable Mask 9. Soft Ear Straps 10. Easy to Adjust 11. Free Size 12. Set of 5 Pieces,2020-03-06T00:00:00,0,Sribalaji Trader
NV MART Disposable 3ply Surgical Elastic Face Mask Pack of 1000,B085NKDF5G,https://www.amazon.in/dp/B085NKDF5G/,NV MART,https://images-na.ssl-images-amazon.com/images/I/41IFHL99ocL.jpg,34999.00,18999.00,46%,This Face mask is very innovative which has high filtration efficiency can easily filter dust  gases  pollution and other organic vapors thus protects from various respiratory problems or breathing allergies. It comes with soft nose clip and elastic straps so suitable for many face sizes. The exhalation valves are provided to flow out the exhaled air for easy breathing. It is washable  and reusable. Filter can be easily replaced when needed. Recommended for people having respiratory problems and breathing allergies. It is compact  suitably designed so easy to carry and store. Effectively protects from the vehicular pollution and dust on the roads.,2020-03-09T00:00:00,0,NV MART
NV MART Disposable 3ply Surgical Elastic Face Mask Pack of 250,B085NK6K4G,https://www.amazon.in/dp/B085NK6K4G/,NV MART,https://images-na.ssl-images-amazon.com/images/I/41IFHL99ocL.jpg,11999.00,6499.00,46%,This Face mask is very innovative which has high filtration efficiency can easily filter dust  gases  pollution and other organic vapors thus protects from various respiratory problems or breathing allergies. It comes with soft nose clip and elastic straps so suitable for many face sizes. The exhalation valves are provided to flow out the exhaled air for easy breathing. It is washable  and reusable. Filter can be easily replaced when needed. Recommended for people having respiratory problems and breathing allergies. It is compact  suitably designed so easy to carry and store. Effectively protects from the vehicular pollution and dust on the roads.,2020-03-09T00:00:00,0,NV MART
Aurum Creations Brand - Kodenipr Club® Disposable Stretchable White Caps50 Pcs. & Gloves-100Pcs.50 Pairs,B0736XC871,https://www.amazon.in/Aurum-Creations-Disposable-Stretchable-Gloves-100Pcs/dp/B0736XC871/,KODENIPR CLUB,https://images-na.ssl-images-amazon.com/images/I/61qd6KG9H5L._SL1000_.jpg,249.00,190.00,24%,Aurum Creations Disposable Cap is made from spun bond polymer non-woven fabric  spun-lace fabrics as the main raw material. This material is preferred for its light weight. Its gravity is lighter than Hydrophobic PP fibers so it has excellent water repellent and air permeability resulting in providing comfort & dryness resulting in anti bacterial and anti fungal resistance.,2017-06-23T00:00:00,9,Aurum Creations
Honeywell Safety Protection FF-2100 2.5 Anti Pollution Foldable Face Mask Grey Pack of 3,B082DCTDDJ,https://www.amazon.in/Honeywell-Protection-FF-2100-Pollution-Foldable/dp/B082DCTDDJ/,Honeywell,https://images-na.ssl-images-amazon.com/images/I/81ilHUhGyBL._SL1500_.jpg,,,,Honeywell is transforming safety with intelligent solutions that work smarter  so you and your workers can stay safer anytime and everywhere. Honeywell masks are specially designed to protect the user from probable respiratory ailments originating from the polluted air in the cities. These masks have a 3 layer filter media which ensures the best protection. Comfort features like cotton ear bands and soft adjustable nose clips make it one of the best masks to wear for extended hours even in hot and humid conditions.,2020-02-07T00:00:00,2,
NV MART Disposable 3ply Surgical Elastic Face Mask Pack of 500,B085NK2V6L,https://www.amazon.in/dp/B085NK2V6L/,NV MART,https://images-na.ssl-images-amazon.com/images/I/41IFHL99ocL.jpg,19999.00,8999.00,55%,This Face mask is very innovative which has high filtration efficiency can easily filter dust  gases  pollution and other organic vapors thus protects from various respiratory problems or breathing allergies. It comes with soft nose clip and elastic straps so suitable for many face sizes. The exhalation valves are provided to flow out the exhaled air for easy breathing. It is washable  and reusable. Filter can be easily replaced when needed. Recommended for people having respiratory problems and breathing allergies. It is compact  suitably designed so easy to carry and store. Effectively protects from the vehicular pollution and dust on the roads.,2020-03-09T00:00:00,0,NV MART
MELVIS Disposable 3ply Surgical Elastic Face Mask Pack of 100,B085ML58R4,https://www.amazon.in/MELVIS-Disposable-3ply-Surgical-Elastic/dp/B085ML58R4/,MELVIS,https://images-na.ssl-images-amazon.com/images/I/41IFHL99ocL.jpg,,,,This Face mask is very innovative which has high filtration efficiency can easily filter dust  gases  pollution and other organic vapors thus protects from various respiratory problems or breathing allergies. It comes with soft nose clip and elastic straps so suitable for many face sizes. The exhalation valves are provided to flow out the exhaled air for easy breathing. It is washable  and reusable. Filter can be easily replaced when needed. Recommended for people having respiratory problems and breathing allergies. It is compact  suitably designed so easy to carry and store. Effectively protects from the vehicular pollution and dust on the roads.,2020-03-07T00:00:00,0,
Mezmo Nose Mask-3ply Disposable Mouth Masks Nose Mask Dust Mask Pollution Mask Color May Vary - Pack Of 2,B085L2NR9H,https://www.amazon.in/Mezmo-Mask-3ply-Disposable-Mouth-Pollution/dp/B085L2NR9H/,MEZMO,https://images-na.ssl-images-amazon.com/images/I/81Cg%2Bv2JqfL._SL1500_.jpg,,,,A device used by large amounts of people in order to protect themselves from pollution. These days pollution is one of the major reason of respiratory disoder.,2020-03-05T00:00:00,0,
Kristy Mart Anti-Pollution Dust Nose Mask 3 Ply Disposable Mouth Masks Nose Mask Dust Mask Pollution Mask 5 Pcs,B085MCDHWS,https://www.amazon.in/Kristy-Mart-Anti-Pollution-Disposable-Pollution/dp/B085MCDHWS/,Kristy Mart,https://images-na.ssl-images-amazon.com/images/I/51JQo0RzB8L._SL1200_.jpg,,,,☛ WHY SHOULD WE NEED THE DUSTPROOF MASK? ☛ Are you now troubled by dust chemicals  smoke  particles  virus  and bacteria? ☛ Do you want to enjoy a safe life? Are you live in haze days  dust  vehicle exhaust  air pollution? Our environment is full of dust  haze  vehicle exhaust  air pollution  and the dust mask can keep you from 98% dust  Dirt  Pollen  Allergens  Fumes or particulates that effect you breathe in the air. 🎭 Special Features:- 🎊 Product Features: ☛ Breathing easily ☛ Skin cared and comfortable in wearing ☛ Adjustable fitness between mask and nose with nose clip and earloop ☛ Health and environmental protection materials ☛ Moisture-proof ☛ Dust mask with valve 🌈 Specification: 🌄 Other Uses:- Chemosurgical  spray-paints or paintings  dyeing  garages  mining  factories of electronic aid and foods  disinfecting  insalubrious workshops,2020-03-06T00:00:00,0,
Anti-Pollution Dust Cotton Unisex Mouth Mask Black Set Of 5,B085LD9R1T,https://www.amazon.in/Anti-Pollution-Cotton-Unisex-Mouth-Black/dp/B085LD9R1T/,Supreme Bazaar,https://images-na.ssl-images-amazon.com/images/I/710v3wtxwlL._SL1100_.jpg,,,,Made of Cotton Materials Perfect for daily wear to protect you from dust  ash and so on. A good choice for sports such as cycling  camping  hiking. One size fit all Unisex Cycling Anti-Dust Cotton Mouth Face Mask Respirator Black. Its Brand New product. Good for Bikers and cyclist. It protects your health from polluted air.,2020-03-06T00:00:00,0,
Kodenipr Club® Disposable Stretchable White Caps - Cover Hair for Cooking & Hygiene 200 Pieces,B074PTFPDS,https://www.amazon.in/Aurum-Creations-Disposable-Stretchable-White/dp/B074PTFPDS/,KODENIPR CLUB,https://images-na.ssl-images-amazon.com/images/I/51N2SxLcGYL._SL1112_.jpg,399.00,258.00,35%,Aurum Creations Disposable Cap is made from spun bond polymer non-woven fabric  spun-lace fabrics as the main raw material. This material is preferred for its light weight. Its gravity is lighter than Hydrophobic PP fibres so it has excellent water repellency and air permeability resulting in providing comfort & dryness resulting in anti bacterial and anti fungal resistance.,2018-12-21T00:00:00,12,Aurum Creations
Adult Blue 3 Ply Anti Anti Pollutant Face Mask Air borne and allergy Protection - A Pack of 100 - Available in Blue and Pink,B084FBDPVC,https://www.amazon.in/Adult-Pollutant-borne-allergy-Protection/dp/B084FBDPVC/,YMASK,https://images-na.ssl-images-amazon.com/images/I/61uuQ2zDSfL._SL1100_.jpg,,,,Ymask is being used and recommended by doctors across globe. 3-Ply Protective Barrier Protects nose and mouth from inadvertant touching Air permeability with metal nose clip Skin friendly Test Reports from Nelson Labs (USA) & SITRA India for independent verification High Filtration Levels (> 95%   > 98%) Low Breathing Resistance (Delta P < 29  4 Pa) 3-Ply adheres to European Class EN 14683 Type I & II  CE marked and other viruses to reach you. So  as it is said: Breathe Healthy  Stay Protected,2020-02-02T00:00:00,0,
Anti Pollution face mask for men women and child N95 Type Reusable mask always keep you clean and protective menwomen kids etc easy to use air purifier 50,B085MD7X56,https://www.amazon.in/Pollution-Reusable-always-protective-purifier/dp/B085MD7X56/,Blue Wish,https://images-na.ssl-images-amazon.com/images/I/611ddmdSfrL._SL1100_.jpg,20000.00,14999.00,25%,,2020-03-06T00:00:00,0,BLUE WISH®
TrendzOn 3Ply Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus pack of 30,B085MBCJB7,https://www.amazon.in/TrendzOn-Disposable-Elastic-Respirator-Pollution/dp/B085MBCJB7/,TrendzOn,https://images-na.ssl-images-amazon.com/images/I/61Lk6Mt5JSL._SL1116_.jpg,,,,Face masks help limit the spread of germs. When someone talks  coughs  or sneezes they may release tiny drops into the air that can infect others. ?If someone is ill face masks can reduce the number of germs that the weare releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. ?It is ideal for every house in day to day activities as well as doctors  surgeons  dentist  dental assistance  nurses  landscapers  contractors  plumbers  exterminators  nail technicians and many more. ?Easy breathable  effective multiplayer bacterial filter  soft  lightweight  comfortable and easy to wear  used in medical  dental  laboratory  food sectors  school  household  industry and multi-purpose  bacteria filtration efficiency 99%  particle filtration efficiency (0.1 micron) 99%  virus filtration efficiency (0.1 micron) 99%  fluid repellent 120 mmhg  breathable < 49 0 pa fluid resistant hygienic & skin friendly,2020-03-07T00:00:00,0,
TrendzOn 3Ply Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus pack of 30,B085MB7Y3F,https://www.amazon.in/TrendzOn-Disposable-Elastic-Respirator-Pollution/dp/B085MB7Y3F/,TrendzOn,https://images-na.ssl-images-amazon.com/images/I/61Lk6Mt5JSL._SL1116_.jpg,,,,Face masks help limit the spread of germs. When someone talks  coughs  or sneezes they may release tiny drops into the air that can infect others. ?If someone is ill face masks can reduce the number of germs that the weare releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. ?It is ideal for every house in day to day activities as well as doctors  surgeons  dentist  dental assistance  nurses  landscapers  contractors  plumbers  exterminators  nail technicians and many more. ?Easy breathable  effective multiplayer bacterial filter  soft  lightweight  comfortable and easy to wear  used in medical  dental  laboratory  food sectors  school  household  industry and multi-purpose  bacteria filtration efficiency 99%  particle filtration efficiency (0.1 micron) 99%  virus filtration efficiency (0.1 micron) 99%  fluid repellent 120 mmhg  breathable < 49 0 pa fluid resistant hygienic & skin friendly,2020-03-07T00:00:00,0,
ROYALS Disposable Stretchable White Caps - Cover Hair for Cooking & Hygiene 70pcs Approx,B01NBMJVVB,https://www.amazon.in/ROYALS-Disposable-Stretchable-White-Caps/dp/B01NBMJVVB/,Royals,https://images-na.ssl-images-amazon.com/images/I/51sioM%2BFBaL._SL1112_.jpg,299.00,150.00,50%,Bouffant caps are widely used for protecting hair for multiple beauty  body and hygiene reasons. It is used in kitchen  medical  household  gardening accessory etc. Bouffant caps are made of non-woven breathable fabric,2016-12-20T00:00:00,44,VIJAY VALLABH (ROYALS®)
200pcs face mask 2 ply light Green elastic non woven,B01M0ZV3HR,https://www.amazon.in/200pcs-light-Green-elastic-woven/dp/B01M0ZV3HR/,k k surgical care,https://images-na.ssl-images-amazon.com/images/I/71ykfPw-vuL._SL1280_.jpg,,,,100pcs face mask 2 ply light Green elastic non woven 2 ply elastic free size available in light green min order qty 100 or multiple of 100 for detail call 9411756756 surgical disposable  housekeeping headcover hospitality  catering service beauty available in 100pcs in polypack,2016-10-03T00:00:00,0,
Ashley Disposable Stretchable Caps Cover Hair for Cooking and Hygiene Blue -100 Pieces,B07XQ7MRFH,https://www.amazon.in/Ashley-Disposable-Stretchable-Cooking-Hygiene/dp/B07XQ7MRFH/,Ashley,https://images-na.ssl-images-amazon.com/images/I/71RMkdUxaDL._SL1110_.jpg,299.00,139.00,54%,Disposable Cap is made from spun bond polymer non-woven fabric  spun-lace fabrics as the main raw material. This material is preferred for its light weight. Its gravity is lighter than Hydrophobic PP fibres so it has excellent water repellency and air permeability resulting in providing comfort & dryness resulting in anti bacterial and anti fungal resistance.,2019-09-09T00:00:00,0,Shri Sai Interprise
HOME REPUBLIC -Disposable Work CAP Food Cap Chef Hat Dust Cap Set of 100,B07V5NT6X7,https://www.amazon.in/HOME-REPUBLIC-Disposable-Work-Food/dp/B07V5NT6X7/,HOME REPUBLIC,https://images-na.ssl-images-amazon.com/images/I/518EtsojarL._SL1108_.jpg,499.00,279.00,44%,Disposable Cap is made from spun bond polymer non-woven fabric  spun-lace fabrics as the main raw material. This material is preferred for its light weight. Its gravity is lighter than Hydrophobic PP fibres so it has excellent water repellency and air permeability resulting in providing comfort & dryness resulting in anti bacterial and anti fungal resistance.,2019-03-01T00:00:00,0,Home republic
Party-Hut V-410-V Reusable Anti Air Pollution Face Mask 2 Bag Filters Pack of 3,B084VM426Y,https://www.amazon.in/Party-Hut-V-410-V-Reusable-Pollution-Filters/dp/B084VM426Y/,Party-Hut,https://images-na.ssl-images-amazon.com/images/I/41Y3RJEeRoL.jpg,,,,The V-410-V N95 Mask Specialty Series has been designed to provide protection in specific working environments. These respirators are light in weight and thus comfortable to wear over long duration. A unique feature is the built in carbon layer which acts as a filter against nuisance gases such as OV  AC etc.,2020-02-17T00:00:00,0,
Party-Hut V-410-V Reusable Anti Air Pollution Face Mask 2 Bag Filters Pack of 4,B084VMNHCG,https://www.amazon.in/Party-Hut-V-410-V-Reusable-Pollution-Filters/dp/B084VMNHCG/,Party-Hut,https://images-na.ssl-images-amazon.com/images/I/41Y3RJEeRoL.jpg,,,,The V-410-v N95 Mask Specialty Series has been designed to provide protection in specific working environments. These respirators are light in weight and thus comfortable to wear over long duration. A unique feature is the built in carbon layer which acts as a filter against nuisance gases such as OV  AC etc.,2020-02-17T00:00:00,0,
Safety Products Non Woven Disposable Bouffant Cap Green Color Pack Of 100 Pcs,B075WV3B81,https://www.amazon.in/Safety-Products-Woven-Disposable-Bouffant/dp/B075WV3B81/,Safety Products,https://images-na.ssl-images-amazon.com/images/I/61MMpgeV2XL._SL1077_.jpg,299.00,170.00,43%,Being the fastest growing manufacturer and supplier in Health & Pharmaceutical industry in India  Safety Meditex gaining huge popularity Which provides diverse products of Disposable & Surgical Item.,2017-09-24T00:00:00,0,Safety  Products
N95 TYPE Anti-Pollution MaskPack of 2,B085MGX8LJ,https://www.amazon.in/N95-TYPE-Anti-Pollution-Mask-Pack/dp/B085MGX8LJ/,Any Designer,https://images-na.ssl-images-amazon.com/images/I/71sPqWYGRsL._SL1500_.jpg,1200.00,780.00,35%,,2020-03-06T00:00:00,0,Alico Industrial Enterprises
MELVIS Disposable 3ply Surgical Elastic Face Mask Pack of 7,B085MLFKHV,https://www.amazon.in/MELVIS-Disposable-3ply-Surgical-Elastic/dp/B085MLFKHV/,MELVIS,https://images-na.ssl-images-amazon.com/images/I/41IFHL99ocL.jpg,699.00,349.00,50%,This Face mask is very innovative which has high filtration efficiency can easily filter dust  gases  pollution and other organic vapors thus protects from various respiratory problems or breathing allergies. It comes with soft nose clip and elastic straps so suitable for many face sizes. The exhalation valves are provided to flow out the exhaled air for easy breathing. It is washable  and reusable. Filter can be easily replaced when needed. Recommended for people having respiratory problems and breathing allergies. It is compact  suitably designed so easy to carry and store. Effectively protects from the vehicular pollution and dust on the roads.,2020-03-07T00:00:00,0,MELVIS
Smark Safety Products Disposable Surgical Gowns - Pack of 10,B07HZ3BRWB,https://www.amazon.in/Smark-Safety-Products-Disposable-Surgical/dp/B07HZ3BRWB/,arunjunai enterprises,https://images-na.ssl-images-amazon.com/images/I/314zUNyJm%2BL.jpg,1500.00,799.00,47%,We are a quality conscious organization  offering a broad assortment of Surgical Gown. The offered gowns are highly demanded for their smooth finish  softness and attractive design. Our provided gowns are designed using superior quality fabric and modern technology in line with industry quality standards. Moreover  these gowns are available in variegated,2018-10-02T00:00:00,4,ARUNJUNAI ENTERPRISES
Crusaders Dart Mask Disposable N99 + Carbon 4 Layer Filter 1 Pack Has 3 Dart Masks Avg Life 30-40 Hrs For Each Mask,B075XF79Y7,https://www.amazon.in/Crusaders-Disposable-Carbon-Layer-Filter/dp/B075XF79Y7/,CRUSADERS,https://images-na.ssl-images-amazon.com/images/I/915hr0JOpQL._SL1500_.jpg,,,,A Disposable Mask for the first time with a 4 Layer filter provides solutions from Dust to Toxic Gases. A Technology made for Indian Pollution Environment. â–ª N99 + Carbon 4 Layer Filtration Technology to help you fight different pollution issues we face in India. â–ª 1 Pack includes 3 Dart Masks (avg. 10-12 days per Mask). â–ª N99 certification guarantees consistent filtering of 99.97 percent of particulate pollution including PM10  PM2.5 and even PM0.3 size of bacteria  virus and infection causing germs. â–ª CRUSADERS DART masks have 2 layers of PP Non-woven material to trap heavy particles like Dust  Pollen  and Smoke. The Inner layer has an important characteristic of warmth  mildew & moth free; it is also light and waterproof  providing comfort in hot & humid weather conditions of India. â–ª CRUSADERS DART masks are powerful respirators that help remove potentially harmful toxic gases and chemicals with the additional carbon filter. â–ª Comes with an Adjustable Nose Clip that fits the face and helps to prevent pollutants from leaking into the mask. â–ª Comes with an Exhale Valve  which helps in better breathing during walking or other strenuous routines. For people who wear spectacles  it helps prevent fogging. â–ª Available in combination of 3 colors out of 4 color options - BLUE / PINK / WHITE / GREY â–ª Available in 1 standard size  which fits most adults above the age of 15. â–ª 4 Physical layers of protection. See video on our website. â–ª Please look at the comparison chart with other masks in similar category. â–ª Meets NIOSH N99 / EN149 standards of particle filtration criteria for filter efficiency.,2017-09-25T00:00:00,9,
